688: [74.85430063538084,15.395991728339165]
689: [74.80972300889964,15.413029977125182]
690: [74.75287841474982,15.467176805073409]
691: [74.7016388499715,15.524146268242886]
692: [74.66506313053121,15.55917252945522]
693: [74.62848732870307,15.594198798027804]
694: [74.61123509110217,15.612418657988638]
695: [74.5814304354342,15.652113549530776]
696: [74.56133322851137,15.672134892361457]
697: [74.544531372968,15.691732680444712]
698: [74.52395709741985,15.710822059738879]
699: [74.50253108349068,15.72254954192473]
700: [74.47743975536169,15.726411084412524]
701: [74.45371282462953,15.733510027823934]
702: [74.43087781018208,15.744301036633416]
703: [74.3697969864807,15.786845323380172]
704: [74.35188923781722,15.812565372007935]
705: [74.34369790938227,15.827026275802982]
706: [74.32550032650008,15.844305248690612]
707: [74.31387546473324,15.864402463665353]
708: [74.30358827712418,15.888668842853047]
709: [74.29619062640084,15.910201899434004]
710: [74.27895172686279,15.99143328802656]
711: [74.2617574873779,16.035400086411386]
712: [74.25520262782211,16.063389860147307]
713: [74.24635126042483,16.086751032277853]
714: [74.24031811257535,16.111066510110142]
715: [74.22122873243539,16.1545561539236]
716: [74.21476745113472,16.176102558486516]
717: [74.19425111511174,16.2191194566719]
718: [74.17698552213673,16.265846374826697]
719: [74.16391585073148,16.28548428868415]
720: [74.15821713918643,16.310731716801897]
721: [74.13999279525837,16.342070312039628]
722: [74.13371881947795,16.364602113847535]
723: [74.12554085733589,16.385301227734658]
724: [74.10533218690894,16.428514391581725]
725: [74.0923473040072,16.451037344549572]
726: [74.05919836427202,16.48778477139246]
727: [74.04326600269403,16.53374916137594]
728: [74.0354625276983,16.583864980880634]
729: [74.05220205181693,16.599993634289017]
730: [74.07183990707823,16.612907174731482]
731: [74.08618036056559,16.630404624792217]
732: [74.0880486854873,16.652481681507883]
733: [74.07840814173206,16.673622254196072]
734: [74.05679487603848,16.68369985824864]
735: [74.04473744438528,16.70344915651478]
736: [74.03118180299187,16.748945429035235]
737: [74.02625897164562,16.793531964677477]
738: [74.0276323745938,16.81652308651122]
739: [74.02372623250834,16.8399601466662]
740: [74.01743440431909,16.861559990250377]
741: [74.01399195303878,16.88636594017468]
742: [74.02306179756584,16.906619253189767]
743: [74.02636601835678,16.92960584469866]
744: [74.02150107013975,16.952570241991648]
745: [74.00702688509803,16.970473526869434]
746: [73.98824516923715,16.983302384330397]
747: [73.96990929976627,17.00073296811289]
748: [73.96791166162761,17.02416114278597]
749: [73.98903436831284,17.03431898173398]
750: [74.0058362475019,17.050897876328666]
751: [73.99759142363177,17.07293920704405]
752: [73.98261325504856,17.094507875337122]
753: [73.94880440697895,17.130274349951794]
754: [73.94489370111009,17.152779405189772]
755: [73.94040788908468,17.19872156895559]
756: [73.94361845774402,17.245127451817165]
757: [73.94161184735917,17.27039710002122]
758: [73.9444255089248,17.293825271085385]
759: [73.94049264985777,17.31678073115224]
760: [73.92492142904192,17.36130932339614]
761: [73.89874201002833,17.40211454854692]
762: [73.89044811930174,17.42827609301155]
763: [73.86171809309906,17.497548232464787]
764: [73.888923103926,17.583497337151442]
765: [73.9143578482044,17.62306299977401]
766: [73.92684326606233,17.646513376464245]
767: [73.92144781175679,17.669451034292646]
768: [73.90447199659666,17.689146893894755]
769: [73.89134887582524,17.708856069181746]
770: [73.88884729246186,17.730884082208842]
771: [73.91433102610995,17.77090443559391]
772: [73.93311276264559,17.790230230779112]
773: [73.93786621468149,17.81273082241206]
774: [73.93634560707021,17.8366004034207]
775: [73.93142725268538,17.859537992433122]
776: [73.91483490410299,17.9026486390752]
777: [73.89531744837805,17.944822795353222]
778: [73.88314860863238,17.966364700042455]
779: [73.85249227223326,18.00573860297766]
780: [73.82617905996129,18.04788599957158]
781: [73.81446053747742,18.069414556512164]
782: [73.80613545143436,18.090492746713622]
783: [73.80216238968175,18.115263035052575]
784: [73.7864618937141,18.159260982084746]
785: [73.78489675802402,18.18219858381272]
786: [73.77945665804313,18.206045831041934]
787: [73.75593262354748,18.26032875025002]
788: [73.73240870339774,18.314611604658225]
789: [73.71601697421578,18.391156533790063]
790: [73.71833575666342,18.414103048633198]
791: [73.73705062360241,18.460500011452336]
792: [73.73499944301639,18.483433198051667]
793: [73.70517689960637,18.520929742868173]
794: [73.67342363128515,18.55428826800489]
795: [73.6616605440571,18.57349361200121]
796: [73.65084281366974,18.596845953671995]
797: [73.64230364716774,18.648170156852995]
798: [73.63683231426194,18.670621772177494]
799: [73.61808622638385,18.71730853864779]
800: [73.61795245629897,18.741615113116016]
801: [73.62317849875407,18.763183786986065]
802: [73.62354862531679,18.786121364722877]
803: [73.61662364478423,18.807181753987795]
804: [73.60529304754802,18.828679013971406]
805: [73.59056909021342,18.849699253142187]
806: [73.5589986873569,18.9169559015393]
807: [73.55027221707086,18.990259019013642]
808: [73.54849299865015,19.042965621124214]
809: [73.55732648289045,19.11360225794214]
810: [73.55523521993203,19.137431664285458]
811: [73.55608238570396,19.159892138429736]
812: [73.55888276217881,19.181911195611818]
813: [73.56176775226074,19.187431557600146]
814: [73.56553568471392,19.20989653340597]
815: [73.56539747747257,19.234185223092545]
816: [73.54802487062767,19.279485212361745]
817: [73.54544749659155,19.30330129958393]
818: [73.54628580493564,19.32576179469921]
819: [73.55299224050901,19.34779421945591]
820: [73.56362279129448,19.36845765937031]
821: [73.57523422508088,19.390057552742473]
822: [73.59944274565319,19.429114881924058]
823: [73.60272905171664,19.451584270347887]
824: [73.59707490538067,19.499220790436247]
825: [73.58960597716076,19.522091572198534]
826: [73.5795372739582,19.570156188318165]
827: [73.57745486030869,19.593053720414275]
828: [73.56934380628297,19.640213153347926]
829: [73.57850725681905,19.66224109516265]
830: [73.59456444758459,19.67972968976214]
831: [73.58891924310366,19.725979456983985]
832: [73.59171953677014,19.749354090809558]
833: [73.59992432478596,19.77138652004436]
834: [73.61354239700474,19.790221758296315]
835: [73.63159287420952,19.80588209625972]
836: [73.65161862659868,19.818782302446504]
837: [73.66377417199928,19.838081334526024]
838: [73.66829569229992,19.908187284164683]
839: [73.67162221198578,19.932471520202903]
840: [73.67884144510967,19.95723742394143]
841: [73.68361715321839,19.98107578598462]
842: [73.68827689688742,20.031008791911223]
843: [73.68678311423137,20.131775499660254]
844: [73.68124938596199,20.155105530783185]
845: [73.66883971225668,20.180241520216317]
846: [73.65287616128313,20.22322720665967]
847: [73.6492998920388,20.248398877965244]
848: [73.64769021814928,20.27403865650921]
849: [73.64852847177755,20.29968739638329]
850: [73.65577456965542,20.322152399627083]
851: [73.66797468661288,20.34235210628505]
852: [73.69731111563667,20.37956331669058]
853: [73.71050110503121,20.39884892369091]
854: [73.72652711420565,20.445156690737996]
855: [73.74255310745691,20.491464456008682]
856: [73.74933545125897,20.514830174624983]
857: [73.7565056754303,20.56156152348543]
858: [73.77205456992397,20.609697498683904]
859: [73.78427693001701,20.630797997636016]
860: [73.80787445437142,20.64460338516867]
861: [73.8442384236342,20.677680983721622]
862: [73.85846741239203,20.696043586519032]
863: [73.86923168228603,20.71758993123342]
864: [73.87506867681161,20.73912738522072]
865: [73.87645544666395,20.761097397304656]
866: [73.87135424584285,20.809157564240138]
867: [73.87075676123834,20.833423974132483]
868: [73.87846210034392,20.884253290052996]
869: [73.88072731086056,20.93782051133504]
870: [73.90059700069494,21.0404110218196]
871: [73.90775384994582,21.115047466793232]
872: [73.91004141697258,21.164035138564532]
873: [73.92095955921002,21.226310954157128]
874: [73.93187762639914,21.288586766405942]
875: [73.93476713324937,21.3114797658697]
876: [73.93656859080039,21.36411496804776]
877: [73.94043910258004,21.38975482464831]
878: [73.94730164405549,21.41357981886265]
879: [73.95217995289734,21.439219632175107]
880: [73.95456556262099,21.46576913252689]
881: [73.95894441029837,21.49232751505906]
882: [73.96085290532129,21.515207170979902]
883: [73.95326347664603,21.560966446876026]
884: [73.94671748722314,21.584751338846477]
885: [73.93969885703775,21.607153801641843]
886: [73.93565449939025,21.631411368489257]
887: [73.92254469358576,21.682628568279647]
888: [73.90547083127858,21.736133349215912]
889: [73.89743551257435,21.75899511784422]
890: [73.87690137147946,21.802422371195544]
891: [73.84094761004043,21.841207604181143]
892: [73.80600162611299,21.87451710006278]
893: [73.7826092644523,21.87809778358399]
894: [73.7587574670805,21.873504878724198]
895: [73.7409210982035,21.859186673830305]
896: [73.72360196896551,21.842197518969876]
897: [73.7147684502016,21.819282172985744]
898: [73.70992145680502,21.796380245683466]
899: [73.70805301163492,21.77303235540302]
900: [73.70121728467666,21.747374710638873]
901: [73.69039051817283,21.72674696219309]
902: [73.67971100504438,21.68001558043833]
903: [73.6633951361312,21.621369477324123]
904: [73.64707931126047,21.562723355500736]
905: [73.62069036855421,21.490757884773554]
906: [73.6060868214332,21.44079819511977]
907: [73.59480973541524,21.421071127735793]
908: [73.58551249460169,21.400434362988282]
909: [73.56694030720256,21.35641410529858]
910: [73.56014463572781,21.33349881065304]
911: [73.55696980770755,21.285411870852624]
912: [73.56681998324936,21.21268395063629]
913: [73.56349347917335,21.189786419386746]
914: [73.5561984023039,21.16823563356802]
915: [73.54395366736863,21.148040358618047]
916: [73.5277314264957,21.131479228691482]
917: [73.5139974567993,21.112180224364543]
918: [73.47762456586194,21.07904024723408]
919: [73.43625745241951,21.052731464019004]
920: [73.40863775519433,21.042502318973657]
921: [73.37562929670331,21.02674832363182]
922: [73.34262084249623,21.01099429511]
923: [73.31646816059757,21.003966771344626]
924: [73.29136787785323,20.991445583491345]
925: [73.24984474400968,20.963023277928958]
926: [73.20832159377899,20.934601007510384]
927: [73.19465445283674,20.914811486032605]
928: [73.17948906200373,20.897773267677685]
929: [73.16681632243677,20.87846088935609]
930: [73.15714451991757,20.85595136476545]
931: [73.15017494853326,20.806004991316733]
932: [73.13156713038293,20.735359471738523]
933: [73.11620545125528,20.689011560757407]
934: [73.09120551470981,20.646239843141668]
935: [73.06620556319787,20.603468115890216]
936: [73.0540678760479,20.584146908162875]
937: [73.02684061715549,20.546382760362395]
938: [73.00018415841944,20.502215324719074]
939: [72.99004416642681,20.48198441656663]
940: [72.97131147976197,20.434655540603146]
941: [72.94862350730594,20.39051042171569]
942: [72.93457737341828,20.368411083738543]
943: [72.90424212948031,20.305404016977867]
944: [72.87863354308142,20.262587689046686]
945: [72.8611538705159,20.21961087940389]
946: [72.8436741086807,20.17663409969822]
947: [72.81662970900818,20.134245900283403]
948: [72.80059926175699,20.117613428622292]
949: [72.75862123696808,20.09430573296636]
950: [72.7281745406556,20.090207830596125]
951: [72.72402750593804,20.085155585059283]
952: [72.70674855280225,20.083647382984736]
